170025120000003,0014
170025120000003,0016
170025120000003,0022
170025120000003,0028
170025120000003,0031
170025120000003,0032
170025120000003,0036
170025120000003,0038
170025120000003,0041
170025120000003,0048
170025120000003,0056
170025120000003,0059
170025120000003,0065
170025120000003,0068
170025120000003,0074
170025120000003,0078
170025120000003,0082
170025120000003,0084
170025120000003,0085
170025120000003,0088
170025120000003,0092
170025120000003,0093
170025120000003,0102
170025120000003,0104
170025120000003,0105
170025120000003,0106
170025120000003,0108
170025120000003,0110
170025120000003,0115
170025120000003,0120
170025120000003,0125
170025120000003,0134
170025120000003,0136
170025120000003,0141
170025120000003,0145
170025120000003,0150
170025120000003,0160
170025120000003,0162
170025120000003,0170
170025120000003,0171
170025120000003,0187
170025120000003,0193
170025120000003,0194
170025120000003,0195
170025120000003,0198
170025120000003,0208
170025120000003,0211
170025120000003,0213
170025120000003,0216
170025120000003,0224
170025120000003,0227
170025120000003,0229
170025120000003,0230
170025120000003,0233
170025120000003,0234
170025120000003,0237
170025120000003,0244
170025120000003,0247
170025120000003,0252
170025120000003,0258
170025120000003,0265
170025120000003,0268
170025120000003,0282
170025120000003,0294
170025120000003,0298
170025120000003,0302
170025120000003,0303
170025120000003,0307
170025120000003,0308
170025120000003,0316
170025120000003,0318
170025120000003,0321
170025120000003,0322
170025120000003,0326
170025120000003,0327
170025120000003,0335
170025120000003,0343
170025120000003,0348
170025120000003,0351
170025120000003,0354
170025120000003,0360
170025120000003,0361
170025120000003,0369
170025120000003,0371
170025120000003,0377
170025120000003,0381
170025120000003,0383
170025120000003,0392
170025120000003,0396
170025120000003,0399
170025120000003,0406
170025120000003,0408
170025120000003,0411
170025120000003,0420
170025120000003,0422
170025120000003,0426
170025120000003,0428
170025120000003,0436
170025120000003,0437
170025120000003,0438
170025120000003,0440
170025120000003,0443
170025120000003,0444
170025120000003,0451
170025120000003,0453
170025120000003,0459
170025120000003,0471
170025120000003,0472
170025120000003,0482
170025120000003,0483
170025120000003,0487
170025120000003,0489
170025120000003,0491
170025120000003,0495
170025120000003,0498
170025120000003,0499
170025120000003,0501
170025120000003,0505
170025120000003,0507
170025120000003,0514
170025120000003,0518
170025120000003,0521
170025120000003,0528
170025120000003,0530
170025120000003,0533
170025120000003,0537
170025120000003,0541
170025120000003,0543
170025120000003,0545
170025120000003,0548
170025120000003,0557
170025120000003,0561
170025120000003,0563
170025120000003,0565
170025120000003,0566
170025120000003,0567
170025120000003,0570
170025120000003,0573
170025120000003,0574
170025120000003,0576
170025120000003,0577
170025120000003,0580
170025120000003,0583
170025120000003,0592
170025120000003,0594
170025120000003,0597
170025120000003,0599
170025120000003,0601
170025120000003,0606
